"","ID","Season","Month","Nature","time","Latitude","Longitude","Wind.kt"
"145","FELIX.1989",1989,"August","TS",(89-08-27 12:00:00),18.2,-24,45
"146","FELIX.1989",1989,"August","TS",(89-08-27 18:00:00),18.7,-24.3,50
"147","FELIX.1989",1989,"August","TS",(89-08-28 00:00:00),19.1,-24.6,50
"148","FELIX.1989",1989,"August","TS",(89-08-28 06:00:00),19.7,-24.8,55
"149","FELIX.1989",1989,"August","TS",(89-08-28 12:00:00),20,-24.9,50
"150","FELIX.1989",1989,"August","TS",(89-08-28 18:00:00),20.5,-24.9,50
"151","FELIX.1989",1989,"August","TS",(89-08-29 00:00:00),20.8,-25.3,45
"152","FELIX.1989",1989,"August","TS",(89-08-29 06:00:00),21.1,-26,35
"153","FELIX.1989",1989,"August","TS",(89-08-29 12:00:00),21.4,-26.9,35
"154","FELIX.1989",1989,"August","TS",(89-08-29 18:00:00),21.9,-27.8,30
"155","FELIX.1989",1989,"August","TS",(89-08-30 00:00:00),22.5,-28.7,30
"156","FELIX.1989",1989,"August","TS",(89-08-30 06:00:00),23.4,-29.7,30
"157","FELIX.1989",1989,"August","TS",(89-08-30 12:00:00),24.2,-31,30
"158","FELIX.1989",1989,"August","TS",(89-08-30 18:00:00),25.1,-32.4,30
"159","FELIX.1989",1989,"August","TS",(89-08-31 00:00:00),26.3,-34,30
"160","FELIX.1989",1989,"August","TS",(89-08-31 06:00:00),27.6,-35.6,30
"161","FELIX.1989",1989,"August","TS",(89-08-31 12:00:00),28.9,-37.1,30
"162","FELIX.1989",1989,"August","TS",(89-08-31 18:00:00),29.7,-38.6,30
"163","FELIX.1989",1989,"September","TS",(89-09-01 00:00:00),30.5,-39.7,30
"164","FELIX.1989",1989,"September","TS",(89-09-01 06:00:00),31.1,-41.1,30
"165","FELIX.1989",1989,"September","TS",(89-09-01 12:00:00),31.8,-40.8,30
"166","FELIX.1989",1989,"September","TS",(89-09-01 18:00:00),32.2,-40.9,30
"167","FELIX.1989",1989,"September","TS",(89-09-02 00:00:00),32.7,-40.9,30
"168","FELIX.1989",1989,"September","TS",(89-09-02 06:00:00),33,-40.9,30
"169","FELIX.1989",1989,"September","TS",(89-09-02 12:00:00),33.1,-41,30
"170","FELIX.1989",1989,"September","TS",(89-09-02 18:00:00),33.2,-41.3,30
"171","FELIX.1989",1989,"September","TS",(89-09-03 00:00:00),33.2,-41.8,35
"172","FELIX.1989",1989,"September","TS",(89-09-03 06:00:00),33.4,-42.3,35
"173","FELIX.1989",1989,"September","TS",(89-09-03 12:00:00),33.5,-42.9,35
"174","FELIX.1989",1989,"September","TS",(89-09-03 18:00:00),33.8,-43.9,35
"175","FELIX.1989",1989,"September","TS",(89-09-04 00:00:00),34,-45.2,40
"176","FELIX.1989",1989,"September","TS",(89-09-04 06:00:00),34.3,-46.3,40
"177","FELIX.1989",1989,"September","TS",(89-09-04 12:00:00),34.9,-47.5,45
"178","FELIX.1989",1989,"September","TS",(89-09-04 18:00:00),35.3,-48.1,45
"179","FELIX.1989",1989,"September","TS",(89-09-05 00:00:00),35.7,-48.8,55
"180","FELIX.1989",1989,"September","TS",(89-09-05 06:00:00),36,-48.7,65
"181","FELIX.1989",1989,"September","TS",(89-09-05 12:00:00),36.3,-48.6,70
"182","FELIX.1989",1989,"September","TS",(89-09-05 18:00:00),36.7,-48.3,75
"183","FELIX.1989",1989,"September","TS",(89-09-06 00:00:00),36.9,-48.2,75
"184","FELIX.1989",1989,"September","TS",(89-09-06 06:00:00),37.2,-48.1,75
"185","FELIX.1989",1989,"September","TS",(89-09-06 12:00:00),37.4,-48,70
"186","FELIX.1989",1989,"September","TS",(89-09-06 18:00:00),37.6,-47.9,70
"187","FELIX.1989",1989,"September","TS",(89-09-07 00:00:00),38,-47.8,65
"188","FELIX.1989",1989,"September","TS",(89-09-07 06:00:00),38.5,-47.7,60
"189","FELIX.1989",1989,"September","TS",(89-09-07 12:00:00),39.3,-47.6,55
"190","FELIX.1989",1989,"September","TS",(89-09-07 18:00:00),40.4,-47,50
"191","FELIX.1989",1989,"September","TS",(89-09-08 00:00:00),41.3,-46.7,50
"192","FELIX.1989",1989,"September","TS",(89-09-08 06:00:00),42.4,-45.8,45
"193","FELIX.1989",1989,"September","TS",(89-09-08 12:00:00),43.6,-44.8,45
"194","FELIX.1989",1989,"September","TS",(89-09-08 18:00:00),45,-42.8,40
"195","FELIX.1989",1989,"September","TS",(89-09-09 00:00:00),46.5,-40.5,35
"196","FELIX.1989",1989,"September","ET",(89-09-09 06:00:00),46.5,-38,40
"197","FELIX.1989",1989,"September","ET",(89-09-09 12:00:00),46.5,-35.5,40
"198","FELIX.1989",1989,"September","ET",(89-09-09 18:00:00),45.5,-33.5,45
"199","FELIX.1989",1989,"September","ET",(89-09-10 00:00:00),44.5,-31.5,50
"200","FELIX.1989",1989,"September","ET",(89-09-10 06:00:00),43.5,-30.2,50
"201","FELIX.1989",1989,"September","ET",(89-09-10 12:00:00),42.5,-29,50
"202","GABRIELLE.1989",1989,"August","TS",(89-08-30 12:00:00),11.6,-21,25
"203","GABRIELLE.1989",1989,"August","TS",(89-08-30 18:00:00),11.3,-23,30
"204","GABRIELLE.1989",1989,"August","TS",(89-08-31 00:00:00),11.3,-24.8,35
"205","GABRIELLE.1989",1989,"August","TS",(89-08-31 06:00:00),11.4,-26.5,35
"206","GABRIELLE.1989",1989,"August","TS",(89-08-31 12:00:00),11.5,-28.3,45
"207","GABRIELLE.1989",1989,"August","TS",(89-08-31 18:00:00),11.5,-30,55
"208","GABRIELLE.1989",1989,"September","TS",(89-09-01 00:00:00),11.5,-31.7,65
"209","GABRIELLE.1989",1989,"September","TS",(89-09-01 06:00:00),11.8,-33.4,65
"210","GABRIELLE.1989",1989,"September","TS",(89-09-01 12:00:00),12.3,-35.1,65
"211","GABRIELLE.1989",1989,"September","TS",(89-09-01 18:00:00),12.8,-36.8,65
"212","GABRIELLE.1989",1989,"September","TS",(89-09-02 00:00:00),13.4,-38.6,75
"213","GABRIELLE.1989",1989,"September","TS",(89-09-02 06:00:00),13.9,-40.3,80
"214","GABRIELLE.1989",1989,"September","TS",(89-09-02 12:00:00),14.4,-42,85
"215","GABRIELLE.1989",1989,"September","TS",(89-09-02 18:00:00),14.8,-43.8,90
"216","GABRIELLE.1989",1989,"September","TS",(89-09-03 00:00:00),15.2,-45.5,95
"217","GABRIELLE.1989",1989,"September","TS",(89-09-03 06:00:00),15.6,-47.2,100
"218","GABRIELLE.1989",1989,"September","TS",(89-09-03 12:00:00),16.1,-48.8,105
"219","GABRIELLE.1989",1989,"September","TS",(89-09-03 18:00:00),16.5,-50.3,105
"220","GABRIELLE.1989",1989,"September","TS",(89-09-03 20:46:00),16.8,-50.9,105
"221","GABRIELLE.1989",1989,"September","TS",(89-09-04 00:00:00),17,-51.5,105
"222","GABRIELLE.1989",1989,"September","TS",(89-09-04 06:00:00),17.4,-52.7,110
"223","GABRIELLE.1989",1989,"September","TS",(89-09-04 12:00:00),18,-53.8,115
"224","GABRIELLE.1989",1989,"September","TS",(89-09-04 18:00:00),18.6,-54.8,120
"225","GABRIELLE.1989",1989,"September","TS",(89-09-05 00:00:00),19.3,-55.7,125
"226","GABRIELLE.1989",1989,"September","TS",(89-09-05 06:00:00),19.9,-56.5,125
"227","GABRIELLE.1989",1989,"September","TS",(89-09-05 12:00:00),20.6,-57.2,125
"228","GABRIELLE.1989",1989,"September","TS",(89-09-05 18:00:00),21.4,-57.8,125
"229","GABRIELLE.1989",1989,"September","TS",(89-09-06 00:00:00),22.2,-58.3,125
"230","GABRIELLE.1989",1989,"September","TS",(89-09-06 06:00:00),23.1,-58.8,120
"231","GABRIELLE.1989",1989,"September","TS",(89-09-06 12:00:00),24,-59.3,120
"232","GABRIELLE.1989",1989,"September","TS",(89-09-06 18:00:00),25.1,-59.8,120
"233","GABRIELLE.1989",1989,"September","TS",(89-09-07 00:00:00),26.4,-60,120
"234","GABRIELLE.1989",1989,"September","TS",(89-09-07 06:00:00),27.7,-60,105
"235","GABRIELLE.1989",1989,"September","TS",(89-09-07 12:00:00),29,-59.9,95
"236","GABRIELLE.1989",1989,"September","TS",(89-09-07 18:00:00),30.5,-59.8,95
"237","GABRIELLE.1989",1989,"September","TS",(89-09-08 00:00:00),32.1,-59.6,95
"238","GABRIELLE.1989",1989,"September","TS",(89-09-08 06:00:00),33.7,-59.6,90
"239","GABRIELLE.1989",1989,"September","TS",(89-09-08 12:00:00),35.1,-59.6,85
"240","GABRIELLE.1989",1989,"September","TS",(89-09-08 18:00:00),36.4,-59.7,80
"241","GABRIELLE.1989",1989,"September","TS",(89-09-09 00:00:00),37.2,-59.8,75
"242","GABRIELLE.1989",1989,"September","TS",(89-09-09 06:00:00),38,-59.9,70
"243","GABRIELLE.1989",1989,"September","TS",(89-09-09 12:00:00),38.5,-60,65
"244","GABRIELLE.1989",1989,"September","TS",(89-09-09 18:00:00),38.9,-60.1,65
"245","GABRIELLE.1989",1989,"September","TS",(89-09-10 00:00:00),39.1,-60.3,65
"246","GABRIELLE.1989",1989,"September","TS",(89-09-10 06:00:00),39.1,-60.4,60
"247","GABRIELLE.1989",1989,"September","TS",(89-09-10 12:00:00),39.1,-60.6,60
"248","GABRIELLE.1989",1989,"September","TS",(89-09-10 18:00:00),39.1,-61.1,55
"249","GABRIELLE.1989",1989,"September","TS",(89-09-11 00:00:00),39.1,-61.6,50
"250","GABRIELLE.1989",1989,"September","TS",(89-09-11 06:00:00),39,-62,45
"251","GABRIELLE.1989",1989,"September","TS",(89-09-11 12:00:00),39.4,-62,40
"252","GABRIELLE.1989",1989,"September","TS",(89-09-11 18:00:00),39.9,-61.3,35
"253","GABRIELLE.1989",1989,"September","TS",(89-09-12 00:00:00),40.2,-60.6,35
"254","GABRIELLE.1989",1989,"September","TS",(89-09-12 06:00:00),40.3,-59.7,35
"255","GABRIELLE.1989",1989,"September","TS",(89-09-12 12:00:00),40.5,-58.7,30
"256","GABRIELLE.1989",1989,"September","TS",(89-09-12 18:00:00),41,-57.1,30
"257","GABRIELLE.1989",1989,"September","TS",(89-09-13 00:00:00),41.8,-55.3,30
"258","GABRIELLE.1989",1989,"September","TS",(89-09-13 06:00:00),42.7,-53.5,30
"259","GABRIELLE.1989",1989,"September","TS",(89-09-13 12:00:00),43.8,-51.5,30
"260","HUGO.1989",1989,"September","TS",(89-09-10 12:00:00),13.2,-20,25
"261","HUGO.1989",1989,"September","TS",(89-09-10 18:00:00),13.3,-21.8,25
"262","HUGO.1989",1989,"September","TS",(89-09-11 00:00:00),13.2,-23.7,30
"263","HUGO.1989",1989,"September","TS",(89-09-11 06:00:00),13,-25.5,30
"264","HUGO.1989",1989,"September","TS",(89-09-11 12:00:00),12.8,-27.3,30
"265","HUGO.1989",1989,"September","TS",(89-09-11 18:00:00),12.5,-29.2,35
"266","HUGO.1989",1989,"September","TS",(89-09-12 00:00:00),12.5,-31,40
"267","HUGO.1989",1989,"September","TS",(89-09-12 06:00:00),12.5,-32.9,45
"268","HUGO.1989",1989,"September","TS",(89-09-12 12:00:00),12.5,-34.8,45
"269","HUGO.1989",1989,"September","TS",(89-09-12 18:00:00),12.6,-36.7,50
"270","HUGO.1989",1989,"September","TS",(89-09-13 00:00:00),12.6,-38.2,55
"271","HUGO.1989",1989,"September","TS",(89-09-13 06:00:00),12.7,-40,55
"272","HUGO.1989",1989,"September","TS",(89-09-13 12:00:00),12.8,-41.8,60
"273","HUGO.1989",1989,"September","TS",(89-09-13 18:00:00),12.8,-43.5,65
"274","HUGO.1989",1989,"September","TS",(89-09-14 00:00:00),12.9,-44.9,70
"275","HUGO.1989",1989,"September","TS",(89-09-14 06:00:00),13,-46.3,80
"276","HUGO.1989",1989,"September","TS",(89-09-14 12:00:00),13.2,-47.8,85
"277","HUGO.1989",1989,"September","TS",(89-09-14 18:00:00),13.6,-49.1,90
"278","HUGO.1989",1989,"September","TS",(89-09-15 00:00:00),13.8,-50.5,100
"279","HUGO.1989",1989,"September","TS",(89-09-15 06:00:00),14,-51.9,110
"280","HUGO.1989",1989,"September","TS",(89-09-15 12:00:00),14.2,-53.3,125
"281","HUGO.1989",1989,"September","TS",(89-09-15 18:00:00),14.6,-54.6,140
"282","HUGO.1989",1989,"September","TS",(89-09-16 00:00:00),14.8,-56.1,135
"283","HUGO.1989",1989,"September","TS",(89-09-16 06:00:00),15.1,-57.3,130
"284","HUGO.1989",1989,"September","TS",(89-09-16 12:00:00),15.4,-58.4,120
"285","HUGO.1989",1989,"September","TS",(89-09-16 18:00:00),15.8,-59.4,120
"286","HUGO.1989",1989,"September","TS",(89-09-17 00:00:00),16.1,-60.4,120
"287","HUGO.1989",1989,"September","TS",(89-09-17 05:00:00),16.3,-61.3,120
"288","HUGO.1989",1989,"September","TS",(89-09-17 06:00:00),16.4,-61.5,120
"289","HUGO.1989",1989,"September","TS",(89-09-17 12:00:00),16.6,-62.5,125
"290","HUGO.1989",1989,"September","TS",(89-09-17 18:00:00),16.9,-63.5,125
"291","HUGO.1989",1989,"September","TS",(89-09-18 00:00:00),17.2,-64.1,130
"292","HUGO.1989",1989,"September","TS",(89-09-18 06:00:00),17.7,-64.8,120
"293","HUGO.1989",1989,"September","TS",(89-09-18 12:00:00),18.2,-65.5,110
"294","HUGO.1989",1989,"September","TS",(89-09-18 13:00:00),18.3,-65.6,110
"295","HUGO.1989",1989,"September","TS",(89-09-18 18:00:00),19.1,-66.4,105
"296","HUGO.1989",1989,"September","TS",(89-09-19 00:00:00),19.7,-66.8,100
"297","HUGO.1989",1989,"September","TS",(89-09-19 06:00:00),20.7,-67.3,90
"298","HUGO.1989",1989,"September","TS",(89-09-19 12:00:00),21.6,-68,90
"299","HUGO.1989",1989,"September","TS",(89-09-19 18:00:00),22.6,-68.6,90
"300","HUGO.1989",1989,"September","TS",(89-09-20 00:00:00),23.5,-69.3,90
"301","HUGO.1989",1989,"September","TS",(89-09-20 06:00:00),24.4,-70.1,90
"302","HUGO.1989",1989,"September","TS",(89-09-20 12:00:00),25.2,-71,95
"303","HUGO.1989",1989,"September","TS",(89-09-20 18:00:00),26.3,-72.2,95
"304","HUGO.1989",1989,"September","TS",(89-09-21 00:00:00),27.2,-73.4,100
"305","HUGO.1989",1989,"September","TS",(89-09-21 06:00:00),28,-74.9,100
"306","HUGO.1989",1989,"September","TS",(89-09-21 12:00:00),29,-76.1,110
"307","HUGO.1989",1989,"September","TS",(89-09-21 18:00:00),30.2,-77.5,120
"308","HUGO.1989",1989,"September","TS",(89-09-22 00:00:00),31.7,-78.8,120
"309","HUGO.1989",1989,"September","TS",(89-09-22 04:00:00),32.8,-79.8,120
"310","HUGO.1989",1989,"September","TS",(89-09-22 06:00:00),33.5,-80.3,85
"311","HUGO.1989",1989,"September","TS",(89-09-22 12:00:00),35.9,-81.7,55
"312","HUGO.1989",1989,"September","TS",(89-09-22 18:00:00),38.5,-81.8,40
"313","HUGO.1989",1989,"September","ET",(89-09-23 00:00:00),42.2,-80.2,35
"314","HUGO.1989",1989,"September","ET",(89-09-23 06:00:00),46,-74.5,40
